"","sea_surface_temp","new_elnino_1","new_elnino_2","new_elnino_3","new_elnino_4","new_elnino_5","new_elnino_6","new_elnino_7","new_elnino_8","new_elnino_9","new_elnino_10","new_elnino_11","zonal_winds","meridional_winds","humidity","air_temp","zonal_winds:meridional_winds","zonal_winds:humidity","zonal_winds:air_temp","meridional_winds:humidity","meridional_winds:air_temp","humidity:air_temp","zonal_winds_squared","meridional_winds_squared","humidity_squared","air_temp_squared"
"1",0.612333228227458,0,0,0,0,1,0,0,0,0,0,0,-0.223166965037381,1.25488628755482,1.44398292714822,0.919562941934793,-0.280049164260635,-0.322249287417461,-0.205216070912433,1.81203437474156,1.15394692637754,1.32783318859203,0.0498034942839956,1.57473959469311,2.08508669389553,0.845596004179771
"2",0.476116255727863,0,0,0,0,1,0,0,0,0,0,0,0.497920894433796,-0.788901045043656,1.65422140697821,0.8478668174509,-0.392810313967893,0.823671402554121,0.422170604105888,-1.30501699669869,-0.668883018344853,1.40255943969376,0.247925217113751,0.622364858870972,2.73644846330496,0.718878140134318
"3",0.469305407102882,0,0,0,0,1,0,0,0,0,0,0,-0.175094441072636,0.702511332798473,1.28630406727573,1.1983812038166,-0.123005829163541,-0.225224691709102,-0.209829887074219,0.903643184685969,0.841876376693836,1.54148261661607,0.0306580632945386,0.493522172710287,1.65457815349009,1.43611750966091
"4",0.482927104352841,0,0,0,0,1,0,0,0,0,0,0,0.642138466328032,0.53679884637157,1.23374444731823,1.00719153852622,0.344699187935696,0.792234767241655,0.646756429847795,0.662272596037757,0.54065925595608,1.24261696804263,0.412341809938117,0.288153001465848,1.52212536128857,1.01443479527881
"5",0.564657287852599,0,0,0,0,1,0,0,0,0,0,0,1.02671865804599,-0.0155761083847742,0.65558862778577,0.935495414042324,-0.0159922810983943,0.67310507615042,0.960490596113715,-0.0102115195222165,-0.0145713779625824,0.613300154791888,1.05415120277976,0.000242615152414233,0.429796448882029,0.875151669694219
"6",0.728117654852116,0,0,0,0,1,0,0,0,0,0,0,1.55551642165819,0.260611368993398,0.0774328082533118,0.975326594311154,0.405385264140052,0.120448004813136,1.51713653393095,0.0201798701638989,0.254181198959098,0.0755222771616513,2.4196313380483,0.0679182856486129,0.00599583979399416,0.951261965570594
"7",0.741739352102075,0,0,0,0,1,0,0,0,0,0,0,0.738283514257522,1.64154875588426,0.55046938787078,1.06295519090258,1.21192838431929,0.406402474168426,0.78476229383783,0.903622338811647,1.74489277118684,0.58512429327021,0.545062547424436,2.69468231794515,0.303016546982831,1.12987373786674
"8",0.666820017227298,0,0,0,0,1,0,0,0,0,0,0,0.353703322539561,1.19964879207918,0.839547297637009,1.11871884327894,0.424319763638977,0.296950668603319,0.395694571855375,1.00716190150358,1.3420697090158,0.939217381690434,0.125106040375525,1.43915722433704,0.704839664969604,1.25153185030737
"9",0.591900682352518,0,0,0,0,1,0,0,0,0,0,0,0.209485750645325,0.757748828274107,0.944666537552003,1.03109024668752,0.158737582091617,0.197894178728602,0.215998714310408,0.715819961939788,0.781307426272325,0.974036453241936,0.0438842797234355,0.574183286750782,0.89239486717049,1.06314709681412
"10",0.591900682352518,0,0,0,0,1,0,0,0,0,0,0,0.16141322668058,1.19964879207918,1.12862520740324,0.879731761665963,0.193639182412962,0.182175036439997,0.142000342263894,1.35395386677142,1.05536914523626,0.992887441969466,0.0260542297474364,1.43915722433704,1.27379485878601,0.773927972483898
